Drug Name,SMILES,molecular_weight,logP,pKa,solubility,permeability,plasma_protein_binding,fm_in_vitro,fu_in_vitro,Clearance,CYP450_Enzyme
clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.097,,,,,0.2,,,2.15,
21-desacetyl deflazacort,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)CO,399.4841,,,,,0.4,,,54.2,CYP450_3a4_substrate
yohimbine,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,354.447,2.73,,277000.0,,0.972,,,6075.5,
valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,314.36,,,,,0.98,,,6.0,
palovarotene,CC1(CCC(C2=C1C=C(C(=C2)/C=C/C3=CC=C(C=C3)C(=O)O)CN4C=CC=N4)(C)C)C,414.5,6.8,4.31,21.4,,0.9875,,0.01,13.22,CYP450_3a4_substrate
venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,277.405,,,,,0.145,,,16.0,CYP450_3a4_substrate
losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,422.918,1.19,5.5,,,,,,4.95,CYP450_3a4_substrate
eluxadoline,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,569.65,0.9,1.0,1.0,,0.81,,,7536.36,CYP450_3a4_inhibitor
afatinib,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,485.9,,,50.0,2.0,0.95,,,1070.0,CYP450_3a4_inhibitor
ivacaftor,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,392.4962,3.13,11.08,0.05,,0.99,,,12.850000000000001,CYP450_3a4_substrate
dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,470.331,,,,,0.48,,,0.9500000000000001,
nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,565.98,4.9,2.1,2.8,2.0,0.98,,,29.0,CYP450_3a4_substrate
haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,375.869,,,0.01,,0.47,,,7.3500000000000005,CYP450_3a4_substrate
migalastat,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O,163.1717,,,,,,,,12.5,
cefmetazole,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,471.541,,,,,,,,92.14999999999999,
threohydrobupropion,CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C,,,,,,0.42,,,,
tivantinib,C1CC2=C3C(=CC=C2)C(=CN3C1)[C@H]4[C@@H](C(=O)NC4=O)C5=CNC6=CC=CC=C65,369.4,3.6550000000000002,9.72,0.00745,,,,,9.43,
sepantronium,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4,363.3951,,,,,,,,34.5,
nefiracetam,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,246.308,,,,,,,,7.050000000000001,
pranlukast,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,481.51,,,,,0.99,,,,
5-fluorouracil,C1=C(C(=O)NC(=O)N1)F,130.078,,,,,0.1,,,11.5,
fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,306.275,,,,,0.115,,,0.17,
fluvoxamine,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,318.337,3.38,9.16,0.06,,0.77,,,21.4,CYP450_3a4_substrate
dextroamphetamine,C[C@@H](CC1=CC=CC=C1)N,135.21,,,,,,,,,
hydroxybupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,255.74,,,,,0.84,,,,
mesna,C(CS(=O)(=O)[O-])S.[Na+],164.18,,,,,0.72,,,1.23,
mangiferin,C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,422.3402,,,,,,,,1.05,
enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,376.45,,,,,0.55,,,3.2,CYP450_3a4_inhibitor
speciogynine,CC[C@H]1CN2CCC3=C([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC,398.4953,,,,,,,0.057,28.200000000000003,
doxycycline,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.438,,,,,0.465,,,0.355,
fosdagrocorat,CC1=C(C=CC=N1)NC(=O)C2=CC3=C(C=C2)[C@@]4(CC[C@@](C[C@H]4CC3)(C(F)(F)F)OP(=O)(O)O)CC5=CC=CC=C5,574.533,,,,,0.00028000000000000003,,,,
ibogaine,CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,310.4384,,,,,,,,,
ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,434.55,,,,,0.7,0.78,,25.5,CYP450_3a4_substrate
etonogestrel,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,,,,,0.9670000000000001,,,,
amprenavir,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,505.633,,,0.04,,,,,5.1,
ceftaroline fosamil,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-],762.7603,,,,,0.2125,,,9.6,CYP450_3a4_substrate
(S)-ibuprofen,C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O,206.2832,,,,,,,,45.550000000000004,
prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,373.9496,,,,,0.86,,,,
cytarabine,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,243.22,,,,,0.13,,,13.0,
flunarizine,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,404.501,1.97,1.0,0.1,,0.991,,,301.2,
nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,346.337,2.2,13.0,0.001,,0.485,,,4.4,CYP450_3a4_substrate
tramadol,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,263.379,1.35,9.41,200.0,,0.2,,,5.9,CYP450_2d6_inhibitor
fosfluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O,386.254,,,,,,,,0.8065,
pentostatin,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,268.27,,,100.0,,0.04,,,68.0,
norbuprenorphine,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN[C@@H]3CC6=C5C(=C(C=C6)O)O4)OC)(C(C)(C)C)O,413.5545,,,,,,,,343.0,
pridopidine,CCCN1CCC(CC1)C2=CC(=CC=C2)S(=O)(=O)C,281.4177,,,,,0.3,,,271.5,
cefotaxime,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,455.47,,,,,0.195,,,2.15,
almorexant,CNC(=O)[C@@H](C1=CC=CC=C1)N2CCC3=CC(=C(C=C3[C@@H]2CCC4=CC=C(C=C4)C(F)(F)F)OC)OC,512.5689,,,,,0.998,,,43.0,
ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,255.272,,,,,0.4965,,,0.325,
hydrocodone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,299.368,,,,,,,,7.335,CYP450_3a4_substrate
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.45,117.0,9.2,,,0.875,,,63.7,CYP450_3a4_substrate
triclabendazole sulfoxide,CS(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,375.7,,,,,0.9840000000000001,,,,
vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,379.36,,,1.0,,0.98,,,38.27,CYP450_2d6_inhibitor
terlipressin,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,1227.3856,,10.0,100.0,,,,,27.4,
methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,454.445,,,,,0.285,,,1.4500000000000002,
PPI 2458,CC(C)[C@H](C(=O)N)NC(=O)O[C@@H]1CC[C@]2(CO2)[C@H]([C@@H]1OC)[C@@]3([C@H](O3)CC=C(C)C)C,424.5344,,,,,,,,353.0,
nicotine,CN1CCC[C@H]1C2=CN=CC=C2,162.2346,,,,,0.0385,,,11.95,
piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3,,,,,0.99,,,1.25,CYP450_3a4_substrate
pergolide,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,314.494,,,,,,,,457.0,
cobicistat,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,776.0347,,,,,0.975,,,14.0,CYP450_3a4_substrate
ledipasvir and sofosbuvir,C[C@@H](C(=O)OC(C)C)N[P@@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3.CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,889.0116,7.4,1.0,,,0.63,,,871.64,
liquiritigenin,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,256.256,,,,,,,,401.16,
pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,461.5531,,,,12.0,0.99,,,3.9499999999999997,
zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,388.8133,,,,,0.555,,,21.0,CYP450_3a4_substrate
spiramycin,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,842.05,,,,,,,,1.14,
temsirolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,1030.2943,,,,,,,,16.2,CYP450_3a4_substrate
retagliptin,COC(=O)C1=C2CN(CCN2C(=N1)C(F)(F)F)C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,464.3642,,,,,,,,162.7,
(R)-propranolol (dexpropranolol),CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,259.3469,,,,,,,,2470.5,
moxifloxacin,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,401.436,,,,,0.209,,,7.0,
vicriviroc,C[C@H]1CN(CCN1[C@@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,533.6352,,,,,,,,21.0,
naproxen (S-naproxen),C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.2616,,,6.0,,0.499,,,0.075,
dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,488.01,,,,,0.96,,,,CYP450_3a4_substrate
dibekacin,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N,451.5173,,,,,,,,58.45,
flibanserin,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F,390.41,3.3,,0.008,3.19,,,,555.0,CYP450_3a4_substrate
belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,318.35,,,,5.9,0.9434999999999999,,,1240.0,CYP450_3a4_substrate
venetoclax,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,868.44,,,,1.0,0.9990000000000001,,,429.0,CYP450_3a4_substrate
apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,459.5035,,,,,0.87,,,3.3,CYP450_3a4_substrate
butorphanol,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,327.465,,,,,0.815,,,25.0,
sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,411.4951,,,,,0.97,,,,
regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,500.83,,,0.001,75.1,0.995,,,,CYP450_3a4_substrate
ospemifene (deamino-hydroxytoremifene),C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCCO)/CCCl,378.9,,,,,0.99,,,9.16,CYP450_3a4_substrate
trifluridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,296.2,,,,,0.96,,,2.93,
BMS-823778,CC(C)(C1=CC=CN2C1=NN=C2C3(CC3)C4=CC=C(C=C4)Cl)O,327.808,2.76,3.5,,5.24,,0.414,0.15,85.0,
phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,252.2718,2.4,8.31,0.02,,0.56,0.0645,,3.5500000000000003,CYP450_3a4_substrate
topiramate,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,339.4,0.57,8.61,9.8,,0.28,,,25.0,
roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,403.2106,3.99,,0.001,,0.9890000000000001,,,9.6,CYP450_3a4_substrate
rufloxacin,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,363.4112,,,,,0.6,,,35.35,
ponesimod,CCCN=C1N(C(=O)/C(=C/C2=CC(=C(C=C2)OC[C@@H](CO)O)Cl)/S1)C3=CC=CC=C3C,460.9795,,,0.0009,9.93,0.98765,,,3.8,CYP450_3a4_substrate
promazine,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,284.425,,,,,0.84,,,,
linsitinib,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,421.5017,,,,,,,,42.57,
mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,265.3581,,,,,0.85,,,5.13,CYP450_3a4_substrate
gadolinium,[Gd],1061.1735,,,,,,,,53.5,
upadacitinib,CC[C@@H]1CN(C[C@@H]1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,380.3721,,,,,0.52,,,26.77,CYP450_3a4_substrate
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,384.257,3.9,5.07,,,0.499,,,0.8,CYP450_3a4_substrate
sirolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,914.179,,,,,0.92,,,111.5,CYP450_3a4_substrate
clopidogrel,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,321.826,,5.3,,,0.98,,,,
ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,331.346,,,,,0.4,,,4.2,
lersivirine,CCC1=C(C(=NN1CCO)CC)OC2=CC(=CC(=C2)C#N)C#N,310.3552,,,,,,,,122.0,
cangrelor,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,776.3615,,,,,0.975,,,53.0,
basimglurant,CC1=C(N=C(N1C2=CC=C(C=C2)F)C)C#CC3=CC(=NC=C3)Cl,325.7727,,,,,0.99,,,19.45,
ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,1736.1704,,,,,0.46649999999999997,,,1.435,
enasidenib,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,473.3793,,,74.0,17.9,0.985,,,0.7,CYP450_3a4_substrate
vildagliptin,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,301.43,,,,,,,,30.4,
brivanib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)O)C,370.3821,,,,,,,,14.7,
phenylephrine,CNC[C@@H](C1=CC(=CC=C1)O)O,167.2,,,,,,,,98.30000000000001,
troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,441.545,,,0.001,,0.99,,,172.0,
benazepril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,424.494,,,,,0.97,,,0.35,
idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,497.497,,,,,0.97,,,19.5,
praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.411,,,,4.4,0.825,,,139.5,
2-(1-piperazinyl)pyrimidine,C1CN(CCN1)C2=NC=CC=N2,164.21,,,,,0.32049999999999995,,,524.9,
tebipenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN(C3)C4=NCCS4)C(=O)O)[C@@H](C)O,383.4909,,,,,,,,39.1,
gemigliptin,C1CC(CN(C1=O)C[C@H](CC(=O)N2CCC3=C(C2)N=C(N=C3C(F)(F)F)C(F)(F)F)N)(F)F,489.4,,,,,0.2,,,64.9,
clarithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,747.957,,,,,0.46,,,4.6,
voclosporin,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1214.62,5.87,,0.001,,0.97655,,,63.6,CYP450_3a4_substrate
prasugrel,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,373.446,,,0.001,,,,,139.0,CYP450_3a4_substrate
PF-05089771,C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F,500.3608,,,,,,,,45.0,
cefodizime,CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,584.677,,,,,,,,1.43,
gallic acid,C1=C(C=C(C(=C1O)O)O)C(=O)O,170.1194,,,,,0.893,,,83.0,
azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.267,,,,,,,,44.0,
vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,824.966,,,,,,,,3.965,CYP450_3a4_substrate
"3,4-dihydroxybenzoic acid",C1=CC(=C(C=C1C(=O)O)O)O,154.12,,,,,,,,236.0,
albiglutide,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC6=CNC=N6)N,72970.0,,,,,,,,67.0,
(-)-epigallocatechin gallate,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,458.373,,,,,,,,220.05,
telbivudine,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,242.229,,,,,,,,15.85,
quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5,,,,,0.83,,,19.0,CYP450_3a4_substrate
(R)-citalopram,CN(C)CCC[C@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,324.3969,,,,,,,,0.16,
repaglinide,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,452.591,,,,,0.9740000000000001,,,8.05,CYP450_3a4_substrate
nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,331.463,,,,,0.35,,,50.0,
voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,349.3,,,,,0.58,,,3.8,CYP450_3a4_substrate
lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.095,,,,,0.56,,,0.495,
naloxegol,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O,742.0,-1.0,,,0.7,0.042,,,115.5,CYP450_3a4_substrate
disufenton sodium,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+],381.336,,,,,0.33,,,2.4,
zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,331.865,,,,,,,,4.4,
sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,411.4951,,,,,0.97,,,,
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.45,117.0,9.2,,,0.875,,,63.7,CYP450_3a4_substrate
zavegepant,CC1=CC(=CC2=C1NN=C2)C[C@H](C(=O)N3CCN(CC3)C4CCN(CC4)C)NC(=O)N5CCC(CC5)C6=CC7=CC=CC=C7NC6=O,638.8,,4.8,100.0,,0.9,,,266.0,CYP450_3a4_substrate
methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,233.309,,,,,0.155,,,4.335,
