	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
3789	0.9575	True	0.7176	True	0.5105	False	0.6224	Non-substrate	0.6538	Non-inhibitor	0.5915	Non-inhibitor	0.9379	Non-inhibitor	0.8562	Non-substrate	0.8119	Non-substrate	0.5678	Substrate	0.6158	Non-inhibitor	0.6977	Non-inhibitor	0.8863	Non-inhibitor	0.7953	Non-inhibitor	0.7435	Non-inhibitor	0.8711	Low CYP Inhibitory Promiscuity	0.6244	AMES toxic	0.6893	Carcinogens 	0.9746	Not ready biodegradable	0.9802	Weak inhibitor	0.8463	Non-inhibitor	DB04297
3790	0.828	True	0.5446	True	0.5665	False	0.5815	Substrate	0.8245	Non-inhibitor	0.5925	Inhibitor	0.9022	Non-inhibitor	0.7028	Non-substrate	0.8098	Non-substrate	0.6014	Substrate	0.6591	Non-inhibitor	0.6197	Non-inhibitor	0.8344	Non-inhibitor	0.5573	Inhibitor	0.5906	Non-inhibitor	0.731	High CYP Inhibitory Promiscuity	0.6785	Non AMES toxic	0.8321	Non-carcinogens	1.0	Not ready biodegradable	0.9833	Weak inhibitor	0.8537	Non-inhibitor	DB04298
3791	0.874	True	0.9017	True	0.6728	False	0.8006	Non-substrate	0.985	Non-inhibitor	0.9808	Non-inhibitor	0.9583	Non-inhibitor	0.8262	Non-substrate	0.9397	Non-substrate	0.8039	Non-substrate	0.9659	Non-inhibitor	0.949	Non-inhibitor	0.9606	Non-inhibitor	0.9773	Non-inhibitor	0.9554	Non-inhibitor	0.9899	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.513	Non-carcinogens	0.7561	Ready biodegradable	0.9836	Weak inhibitor	0.9891	Non-inhibitor	DB04299
3792	0.5918	False	0.9414	True	0.6991	False	0.7889	Non-substrate	0.8014	Non-inhibitor	0.9703	Non-inhibitor	0.9224	Non-inhibitor	0.823	Non-substrate	0.8507	Non-substrate	0.6466	Non-substrate	0.94	Non-inhibitor	0.92	Non-inhibitor	0.9294	Non-inhibitor	0.8948	Non-inhibitor	0.9813	Non-inhibitor	0.9738	Low CYP Inhibitory Promiscuity	0.8837	Non AMES toxic	0.6979	Non-carcinogens	0.8459	Not ready biodegradable	0.9125	Weak inhibitor	0.9425	Non-inhibitor	DB04300
3793	0.6077	False	0.7966	True	0.7471	False	0.5335	Non-substrate	0.9827	Non-inhibitor	0.9199	Non-inhibitor	0.8028	Non-inhibitor	0.7679	Non-substrate	0.7959	Non-substrate	0.7371	Non-substrate	0.7016	Non-inhibitor	0.8519	Non-inhibitor	0.8558	Non-inhibitor	0.7515	Non-inhibitor	0.8295	Non-inhibitor	0.8585	Low CYP Inhibitory Promiscuity	0.6677	Non AMES toxic	0.899	Non-carcinogens	0.9829	Not ready biodegradable	0.9944	Weak inhibitor	0.8003	Non-inhibitor	DB04301
3794	0.9929	True	0.914	True	0.5869	True	0.6333	Non-substrate	0.5433	Non-inhibitor	0.93	Non-inhibitor	0.8796	Non-inhibitor	0.7676	Non-substrate	0.8523	Non-substrate	0.5376	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9268	Non-inhibitor	0.9026	Non-inhibitor	0.8907	Non-inhibitor	0.5616	Low CYP Inhibitory Promiscuity	0.8558	Non AMES toxic	0.7471	Non-carcinogens	0.9132	Not ready biodegradable	0.9807	Weak inhibitor	0.9555	Non-inhibitor	DB04302
3795	0.6723	False	0.6459	False	0.5263	False	0.5505	Non-substrate	0.8982	Non-inhibitor	0.9257	Non-inhibitor	0.9236	Non-inhibitor	0.8099	Non-substrate	0.904	Non-substrate	0.6807	Non-substrate	0.9263	Non-inhibitor	0.9761	Non-inhibitor	0.9602	Non-inhibitor	0.9414	Non-inhibitor	0.9287	Non-inhibitor	0.9387	Low CYP Inhibitory Promiscuity	0.7731	Non AMES toxic	0.9486	Non-carcinogens	0.7691	Ready biodegradable	0.9809	Weak inhibitor	0.9698	Non-inhibitor	DB04303
3796	0.6019	True	0.6092	True	0.897	False	0.7062	Non-substrate	0.9734	Non-inhibitor	0.9708	Non-inhibitor	0.9443	Non-inhibitor	0.86	Non-substrate	0.8906	Non-substrate	0.727	Non-substrate	0.9045	Non-inhibitor	0.9521	Non-inhibitor	0.9485	Non-inhibitor	0.9597	Non-inhibitor	0.9376	Non-inhibitor	0.9802	Low CYP Inhibitory Promiscuity	0.9375	Non AMES toxic	0.8442	Non-carcinogens	0.98	Ready biodegradable	0.9918	Weak inhibitor	0.9462	Non-inhibitor	DB04304
3797	0.9948	True	0.9254	True	0.5613	True	0.6828	Non-substrate	0.8931	Non-inhibitor	0.8293	Non-inhibitor	0.8211	Non-inhibitor	0.8058	Non-substrate	0.8284	Non-substrate	0.7663	Non-substrate	0.9511	Inhibitor	0.7469	Non-inhibitor	0.9286	Non-inhibitor	0.5371	Inhibitor	0.8465	Non-inhibitor	0.5596	Low CYP Inhibitory Promiscuity	0.6413	Non AMES toxic	0.9263	Non-carcinogens	1.0	Not ready biodegradable	0.9786	Weak inhibitor	0.7843	Non-inhibitor	DB04306
3798	0.9827	True	0.9177	True	0.5597	False	0.5465	Non-substrate	0.9494	Non-inhibitor	0.7834	Non-inhibitor	0.6479	Non-inhibitor	0.7805	Non-substrate	0.5776	Non-substrate	0.6112	Non-substrate	0.8325	Inhibitor	0.8291	Non-inhibitor	0.6574	Inhibitor	0.7559	Non-inhibitor	0.9017	Non-inhibitor	0.5	High CYP Inhibitory Promiscuity	0.5645	Non AMES toxic	0.9108	Non-carcinogens	0.7622	Not ready biodegradable	0.6087	Weak inhibitor	0.5989	Non-inhibitor	DB04307
3799	0.9759	True	0.9069	False	0.5867	False	0.7585	Non-substrate	0.9946	Non-inhibitor	0.9973	Non-inhibitor	0.9329	Non-inhibitor	0.8402	Non-substrate	0.821	Non-substrate	0.788	Non-substrate	0.9129	Non-inhibitor	0.9803	Non-inhibitor	0.9865	Non-inhibitor	0.9025	Non-inhibitor	0.8779	Non-inhibitor	0.9817	Low CYP Inhibitory Promiscuity	0.962	Non AMES toxic	0.8824	Non-carcinogens	0.7168	Ready biodegradable	0.9782	Weak inhibitor	0.975	Non-inhibitor	DB04308
3800	0.9742	True	0.7393	False	0.7103	False	0.7332	Substrate	0.5178	Non-inhibitor	0.7607	Non-inhibitor	0.9352	Non-inhibitor	0.8908	Non-substrate	0.792	Non-substrate	0.5133	Substrate	0.9046	Non-inhibitor	0.907	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8308	Non-inhibitor	0.9856	Low CYP Inhibitory Promiscuity	0.7229	Non AMES toxic	0.6721	Non-carcinogens	0.9075	Not ready biodegradable	0.9825	Weak inhibitor	0.7946	Non-inhibitor	DB04310
3801	0.9913	True	0.9421	True	0.8194	True	0.6293	Non-substrate	0.9671	Non-inhibitor	0.9555	Non-inhibitor	0.5076	Non-inhibitor	0.8669	Non-substrate	0.7216	Substrate	0.8016	Non-substrate	0.8366	Inhibitor	0.7399	Non-inhibitor	0.8387	Inhibitor	0.5493	Inhibitor	0.6772	Non-inhibitor	0.6876	Low CYP Inhibitory Promiscuity	0.887	Non AMES toxic	0.8065	Non-carcinogens	0.6993	Ready biodegradable	0.7666	Weak inhibitor	0.7572	Non-inhibitor	DB04311
3802	0.9908	True	0.992	True	0.8203	True	0.8321	Non-substrate	0.9303	Non-inhibitor	0.9657	Non-inhibitor	0.839	Non-inhibitor	0.8269	Non-substrate	0.8726	Non-substrate	0.7984	Non-substrate	0.7943	Inhibitor	0.5992	Non-inhibitor	0.927	Non-inhibitor	0.556	Inhibitor	0.8558	Non-inhibitor	0.7103	Low CYP Inhibitory Promiscuity	0.9634	Non AMES toxic	0.5845	Non-carcinogens	0.8502	Not ready biodegradable	0.9183	Weak inhibitor	0.8918	Non-inhibitor	DB04312
3803	0.5365	True	0.7099	False	0.8872	False	0.7942	Non-substrate	0.9829	Non-inhibitor	0.9916	Non-inhibitor	0.9761	Non-inhibitor	0.7932	Non-substrate	0.883	Non-substrate	0.8026	Non-substrate	0.9169	Non-inhibitor	0.9302	Non-inhibitor	0.9544	Non-inhibitor	0.9578	Non-inhibitor	0.9431	Non-inhibitor	1.0	Low CYP Inhibitory Promiscuity	0.9284	Non AMES toxic	0.7622	Non-carcinogens	0.8324	Ready biodegradable	0.9897	Weak inhibitor	0.9828	Non-inhibitor	DB04313
3804	0.985	True	0.9917	True	0.7174	True	0.8327	Non-substrate	0.963	Non-inhibitor	0.9878	Non-inhibitor	0.8713	Non-inhibitor	0.7336	Non-substrate	0.8505	Non-substrate	0.6273	Non-substrate	0.8623	Non-inhibitor	0.9247	Non-inhibitor	0.9748	Non-inhibitor	0.9646	Non-inhibitor	0.985	Non-inhibitor	0.9833	Low CYP Inhibitory Promiscuity	0.6532	Non AMES toxic	0.9549	Non-carcinogens	0.918	Not ready biodegradable	0.9005	Weak inhibitor	0.8759	Non-inhibitor	DB04314
3805	0.6698	False	0.8818	True	0.7567	False	0.6184	Non-substrate	0.9234	Non-inhibitor	0.9815	Non-inhibitor	0.9536	Non-inhibitor	0.8501	Non-substrate	0.8342	Non-substrate	0.5541	Non-substrate	0.8523	Non-inhibitor	0.9277	Non-inhibitor	0.9013	Non-inhibitor	0.9263	Non-inhibitor	0.9501	Non-inhibitor	0.9833	Low CYP Inhibitory Promiscuity	0.9091	Non AMES toxic	0.9063	Non-carcinogens	0.9592	Not ready biodegradable	0.9753	Weak inhibitor	0.8212	Non-inhibitor	DB04315
3806	0.6747	True	0.8477	True	0.7064	False	0.6397	Non-substrate	0.9716	Non-inhibitor	0.9939	Non-inhibitor	0.9583	Non-inhibitor	0.718	Non-substrate	0.8269	Non-substrate	0.7269	Non-substrate	0.8979	Non-inhibitor	0.9258	Non-inhibitor	0.9259	Non-inhibitor	0.9082	Non-inhibitor	0.9362	Non-inhibitor	0.9846	Low CYP Inhibitory Promiscuity	0.6343	AMES toxic	0.8432	Non-carcinogens	0.641	Not ready biodegradable	0.978	Weak inhibitor	0.967	Non-inhibitor	DB04316
3807	0.5236	True	0.8766	True	0.6832	False	0.7663	Non-substrate	0.9487	Non-inhibitor	1.0	Non-inhibitor	0.9549	Non-inhibitor	0.8232	Non-substrate	0.8453	Non-substrate	0.6025	Non-substrate	0.8456	Non-inhibitor	0.8535	Non-inhibitor	0.8572	Non-inhibitor	0.8031	Non-inhibitor	0.9121	Non-inhibitor	0.9784	Low CYP Inhibitory Promiscuity	0.7191	Non AMES toxic	0.5567	Non-carcinogens	0.6942	Not ready biodegradable	0.9393	Weak inhibitor	0.9348	Non-inhibitor	DB04317
3808	0.628	False	0.6648	True	0.7693	False	0.6154	Substrate	0.8523	Non-inhibitor	0.9836	Non-inhibitor	0.8776	Non-inhibitor	0.826	Non-substrate	0.8021	Non-substrate	0.5653	Non-substrate	0.8086	Non-inhibitor	0.7826	Non-inhibitor	0.8724	Non-inhibitor	0.7022	Non-inhibitor	0.6146	Non-inhibitor	0.778	Low CYP Inhibitory Promiscuity	0.6681	Non AMES toxic	0.9276	Non-carcinogens	0.9918	Not ready biodegradable	0.959	Weak inhibitor	0.5811	Non-inhibitor	DB04318
3809	0.9802	True	0.9654	True	0.6432	True	0.8672	Non-substrate	0.9274	Non-inhibitor	0.9081	Non-inhibitor	0.8694	Non-inhibitor	0.8529	Non-substrate	0.886	Non-substrate	0.7573	Non-substrate	0.6226	Non-inhibitor	0.778	Non-inhibitor	0.9376	Non-inhibitor	0.6189	Non-inhibitor	0.8071	Non-inhibitor	0.8299	Low CYP Inhibitory Promiscuity	0.9403	AMES toxic	0.6837	Carcinogens 	0.6717	Not ready biodegradable	0.9386	Weak inhibitor	0.9397	Non-inhibitor	DB04320
3810	0.8973	True	0.9459	True	0.5087	True	0.5879	Non-substrate	0.7908	Non-inhibitor	0.9508	Non-inhibitor	0.919	Non-inhibitor	0.8391	Non-substrate	0.8239	Non-substrate	0.582	Non-substrate	0.8655	Non-inhibitor	0.8501	Non-inhibitor	0.905	Non-inhibitor	0.834	Non-inhibitor	0.8897	Non-inhibitor	0.9292	Low CYP Inhibitory Promiscuity	0.8571	Non AMES toxic	0.5633	Carcinogens 	0.8442	Not ready biodegradable	0.7414	Weak inhibitor	0.6938	Non-inhibitor	DB04321
3811	0.8266	True	0.6002	False	0.8058	False	0.6341	Substrate	0.9624	Non-inhibitor	0.9862	Non-inhibitor	0.8871	Non-inhibitor	0.8332	Non-substrate	0.8122	Non-substrate	0.6046	Non-substrate	0.904	Non-inhibitor	0.912	Non-inhibitor	0.954	Non-inhibitor	0.8983	Non-inhibitor	0.8842	Non-inhibitor	0.9678	Low CYP Inhibitory Promiscuity	0.8385	Non AMES toxic	0.9544	Non-carcinogens	0.8665	Not ready biodegradable	0.9274	Weak inhibitor	0.6513	Non-inhibitor	DB04322
3812	0.8529	False	0.6087	True	0.6602	False	0.7136	Non-substrate	0.9456	Non-inhibitor	1.0	Non-inhibitor	0.9332	Non-inhibitor	0.9152	Non-substrate	0.8109	Non-substrate	0.677	Non-substrate	0.8185	Non-inhibitor	0.8285	Non-inhibitor	0.8902	Non-inhibitor	0.7838	Non-inhibitor	0.924	Non-inhibitor	0.9776	Low CYP Inhibitory Promiscuity	0.6095	Non AMES toxic	0.8629	Non-carcinogens	0.5566	Not ready biodegradable	0.9907	Weak inhibitor	0.9096	Non-inhibitor	DB04323
3813	0.9281	True	0.5573	False	0.5408	False	0.83	Substrate	0.5757	Non-inhibitor	0.7238	Inhibitor	0.9166	Non-inhibitor	0.8255	Non-substrate	0.8591	Non-substrate	0.6783	Substrate	0.8053	Non-inhibitor	0.6623	Non-inhibitor	0.9092	Non-inhibitor	0.6205	Non-inhibitor	0.7209	Non-inhibitor	0.8627	Low CYP Inhibitory Promiscuity	0.7096	AMES toxic	0.9295	Non-carcinogens	0.8771	Not ready biodegradable	0.9898	Weak inhibitor	0.8517	Non-inhibitor	DB04324
3814	0.9022	True	0.9358	True	0.8705	True	0.7267	Non-substrate	0.9586	Non-inhibitor	0.9273	Non-inhibitor	0.5524	Non-inhibitor	0.8336	Non-substrate	0.6961	Substrate	0.7843	Non-substrate	0.7527	Inhibitor	0.7402	Non-inhibitor	0.6126	Inhibitor	0.5132	Inhibitor	0.9109	Non-inhibitor	0.6645	Low CYP Inhibitory Promiscuity	0.8619	Non AMES toxic	0.7581	Non-carcinogens	0.9225	Ready biodegradable	0.6231	Weak inhibitor	0.8105	Non-inhibitor	DB04325
3815	0.6635	False	0.9383	True	0.7358	False	0.7692	Non-substrate	0.8116	Non-inhibitor	0.8579	Non-inhibitor	0.9189	Non-inhibitor	0.86	Non-substrate	0.8518	Non-substrate	0.6864	Non-substrate	0.9247	Non-inhibitor	0.9077	Non-inhibitor	0.9314	Non-inhibitor	0.8817	Non-inhibitor	0.9496	Non-inhibitor	0.9687	Low CYP Inhibitory Promiscuity	0.7968	Non AMES toxic	0.5504	Non-carcinogens	0.524	Not ready biodegradable	0.9401	Weak inhibitor	0.9126	Non-inhibitor	DB04326
3816	0.9397	False	0.7387	True	0.6216	False	0.5934	Substrate	0.7846	Non-inhibitor	0.774	Non-inhibitor	0.9162	Non-inhibitor	0.8792	Non-substrate	0.7957	Non-substrate	0.59	Non-substrate	0.8213	Non-inhibitor	0.8515	Non-inhibitor	0.8828	Non-inhibitor	0.7636	Non-inhibitor	0.7498	Non-inhibitor	0.9311	Low CYP Inhibitory Promiscuity	0.7582	Non AMES toxic	0.6876	Non-carcinogens	0.6811	Ready biodegradable	0.7722	Weak inhibitor	0.6074	Non-inhibitor	DB04327
3817	0.7268	False	0.7203	True	0.7061	False	0.601	Non-substrate	0.7215	Non-inhibitor	0.9962	Non-inhibitor	0.9484	Non-inhibitor	0.8686	Non-substrate	0.8494	Non-substrate	0.5926	Non-substrate	0.8924	Non-inhibitor	0.8975	Non-inhibitor	0.9019	Non-inhibitor	0.8622	Non-inhibitor	0.9806	Non-inhibitor	0.9869	Low CYP Inhibitory Promiscuity	0.8483	Non AMES toxic	0.8581	Non-carcinogens	0.6473	Ready biodegradable	0.9337	Weak inhibitor	0.9158	Non-inhibitor	DB04328
3818	0.9944	True	0.9831	True	0.807	True	0.7451	Non-substrate	0.9675	Non-inhibitor	0.9704	Non-inhibitor	0.7623	Non-inhibitor	0.8446	Non-substrate	0.8608	Non-substrate	0.7764	Non-substrate	0.9283	Inhibitor	0.6012	Inhibitor	0.508	Non-inhibitor	0.8223	Inhibitor	0.5818	Non-inhibitor	0.5718	High CYP Inhibitory Promiscuity	0.9108	AMES toxic	0.9122	Non-carcinogens	0.6519	Not ready biodegradable	0.9201	Weak inhibitor	0.8633	Non-inhibitor	DB04329
3819	0.9892	True	0.6606	False	0.6148	False	0.6624	Non-substrate	0.8649	Non-inhibitor	0.9457	Non-inhibitor	0.9468	Non-inhibitor	0.7666	Non-substrate	0.8337	Non-substrate	0.5	Non-substrate	0.591	Non-inhibitor	0.5416	Inhibitor	0.8183	Non-inhibitor	0.5	Non-inhibitor	0.5149	Non-inhibitor	0.7578	High CYP Inhibitory Promiscuity	0.6099	Non AMES toxic	0.655	Non-carcinogens	1.0	Not ready biodegradable	0.9967	Weak inhibitor	0.8898	Non-inhibitor	DB04330
3820	0.8805	True	0.9108	False	0.5425	False	0.5619	Substrate	0.5817	Inhibitor	0.8551	Non-inhibitor	0.8409	Non-inhibitor	0.7354	Non-substrate	0.8222	Non-substrate	0.5795	Non-substrate	0.9107	Inhibitor	0.6529	Inhibitor	0.9231	Non-inhibitor	0.8994	Inhibitor	0.6004	Non-inhibitor	0.9141	High CYP Inhibitory Promiscuity	0.6574	Non AMES toxic	0.8282	Non-carcinogens	0.9848	Not ready biodegradable	0.9605	Weak inhibitor	0.7884	Non-inhibitor	DB04331
3821	0.9274	True	0.9105	True	0.5732	True	0.5535	Substrate	0.783	Non-inhibitor	0.7193	Non-inhibitor	0.828	Non-inhibitor	0.7857	Non-substrate	0.8293	Non-substrate	0.6551	Non-substrate	0.9272	Non-inhibitor	0.9134	Non-inhibitor	0.9653	Non-inhibitor	0.9027	Non-inhibitor	0.9669	Non-inhibitor	0.9838	Low CYP Inhibitory Promiscuity	0.8993	Non AMES toxic	0.7648	Non-carcinogens	0.7562	Ready biodegradable	0.8542	Weak inhibitor	0.8125	Non-inhibitor	DB04332
3822	0.9051	True	0.8222	True	0.8343	True	0.5814	Non-substrate	0.959	Non-inhibitor	0.7959	Non-inhibitor	0.6136	Non-inhibitor	0.9032	Non-substrate	0.5095	Substrate	0.8504	Non-substrate	0.8484	Non-inhibitor	0.9071	Non-inhibitor	0.9517	Non-inhibitor	0.908	Non-inhibitor	0.951	Non-inhibitor	0.8999	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.5746	Non-carcinogens	0.5764	Not ready biodegradable	0.7989	Weak inhibitor	0.829	Non-inhibitor	DB04333
3823	0.9061	True	0.9277	False	0.7825	False	0.5775	Non-substrate	0.9227	Non-inhibitor	0.9701	Non-inhibitor	0.9199	Non-inhibitor	0.903	Non-substrate	0.8728	Non-substrate	0.6898	Non-substrate	0.9402	Non-inhibitor	0.9502	Non-inhibitor	0.9228	Non-inhibitor	0.9435	Non-inhibitor	0.942	Non-inhibitor	0.9866	Low CYP Inhibitory Promiscuity	0.7644	Non AMES toxic	0.9343	Non-carcinogens	0.7104	Ready biodegradable	0.9749	Weak inhibitor	0.9821	Non-inhibitor	DB04334
3824	0.9523	True	0.7979	True	0.907	False	0.6601	Non-substrate	0.9717	Non-inhibitor	0.8979	Non-inhibitor	0.9422	Non-inhibitor	0.8063	Non-substrate	0.8396	Non-substrate	0.558	Non-substrate	0.8425	Non-inhibitor	0.9637	Non-inhibitor	0.9629	Non-inhibitor	0.9607	Non-inhibitor	0.9825	Non-inhibitor	0.954	Low CYP Inhibitory Promiscuity	0.9354	Non AMES toxic	0.922	Non-carcinogens	0.7774	Not ready biodegradable	0.9855	Weak inhibitor	0.908	Non-inhibitor	DB04335
3825	0.9694	True	0.9811	True	0.5743	False	0.7645	Non-substrate	0.9515	Non-inhibitor	0.9207	Non-inhibitor	0.7846	Non-inhibitor	0.6974	Non-substrate	0.851	Non-substrate	0.6802	Non-substrate	0.5	Non-inhibitor	0.7879	Non-inhibitor	0.8061	Non-inhibitor	0.6199	Non-inhibitor	0.8789	Non-inhibitor	0.531	Low CYP Inhibitory Promiscuity	0.7918	Non AMES toxic	0.5792	Non-carcinogens	1.0	Not ready biodegradable	0.968	Weak inhibitor	0.9015	Non-inhibitor	DB04336
3826	0.6578	True	0.9381	True	0.6972	True	0.8984	Non-substrate	0.9809	Non-inhibitor	0.9711	Non-inhibitor	0.879	Non-inhibitor	0.8055	Non-substrate	0.8141	Non-substrate	0.749	Non-substrate	0.8977	Non-inhibitor	0.9447	Non-inhibitor	0.9547	Non-inhibitor	0.9501	Non-inhibitor	0.9729	Non-inhibitor	0.9282	Low CYP Inhibitory Promiscuity	0.9502	Non AMES toxic	0.5286	Carcinogens 	0.8244	Ready biodegradable	0.9068	Weak inhibitor	0.9704	Non-inhibitor	DB04337
3827	1.0	True	0.8108	True	0.5903	False	0.6892	Substrate	0.5488	Non-inhibitor	0.7614	Non-inhibitor	0.6827	Inhibitor	0.9035	Non-substrate	0.8222	Non-substrate	0.6097	Non-substrate	0.8774	Inhibitor	0.6765	Non-inhibitor	0.6792	Non-inhibitor	0.5885	Non-inhibitor	0.7171	Non-inhibitor	0.8138	High CYP Inhibitory Promiscuity	0.7595	Non AMES toxic	0.8902	Non-carcinogens	1.0	Not ready biodegradable	0.6203	Weak inhibitor	0.8753	Inhibitor	DB04338
3828	0.7756	True	0.5616	False	0.7891	False	0.6275	Non-substrate	0.9756	Non-inhibitor	0.997	Non-inhibitor	0.9394	Non-inhibitor	0.8676	Non-substrate	0.8484	Non-substrate	0.7652	Non-substrate	0.9091	Non-inhibitor	0.9542	Non-inhibitor	0.9441	Non-inhibitor	0.9462	Non-inhibitor	0.9426	Non-inhibitor	0.9973	Low CYP Inhibitory Promiscuity	0.8896	Non AMES toxic	0.8995	Non-carcinogens	0.5294	Ready biodegradable	0.9802	Weak inhibitor	0.9721	Non-inhibitor	DB04339
3829	0.536	True	0.9823	True	0.6092	False	0.8495	Non-substrate	0.8692	Non-inhibitor	0.9918	Non-inhibitor	0.9241	Non-inhibitor	0.829	Non-substrate	0.8458	Non-substrate	0.6545	Non-substrate	0.6819	Non-inhibitor	0.8019	Non-inhibitor	0.9237	Non-inhibitor	0.7759	Non-inhibitor	0.9547	Non-inhibitor	0.9359	Low CYP Inhibitory Promiscuity	0.8003	Non AMES toxic	0.7406	Non-carcinogens	0.9776	Ready biodegradable	0.6075	Weak inhibitor	0.9566	Non-inhibitor	DB04340
3830	0.6319	False	0.7319	True	0.7054	False	0.6003	Substrate	0.8931	Non-inhibitor	0.997	Non-inhibitor	0.9027	Non-inhibitor	0.8918	Non-substrate	0.8328	Non-substrate	0.7281	Non-substrate	0.8676	Non-inhibitor	0.8824	Non-inhibitor	0.8196	Non-inhibitor	0.8283	Non-inhibitor	0.8571	Non-inhibitor	0.9783	Low CYP Inhibitory Promiscuity	0.5109	AMES toxic	0.9383	Non-carcinogens	0.9866	Not ready biodegradable	0.9693	Weak inhibitor	0.8485	Non-inhibitor	DB04341
3831	0.9253	False	0.9914	False	0.7721	False	0.7268	Substrate	0.7989	Non-inhibitor	0.5	Inhibitor	0.8587	Non-inhibitor	0.7914	Non-substrate	0.8291	Non-substrate	0.5676	Substrate	0.8075	Non-inhibitor	0.7409	Non-inhibitor	0.8614	Non-inhibitor	0.7233	Non-inhibitor	0.5245	Inhibitor	0.684	High CYP Inhibitory Promiscuity	0.6673	Non AMES toxic	0.9182	Non-carcinogens	0.9144	Not ready biodegradable	0.9759	Weak inhibitor	0.5569	Non-inhibitor	DB04342
3832	0.9438	True	0.9511	True	0.6479	False	0.8635	Non-substrate	0.9774	Non-inhibitor	0.9786	Non-inhibitor	0.9556	Non-inhibitor	0.8352	Non-substrate	0.9403	Non-substrate	0.8286	Non-substrate	0.9697	Non-inhibitor	0.9683	Non-inhibitor	0.9619	Non-inhibitor	0.9881	Non-inhibitor	0.9892	Non-inhibitor	0.9961	Low CYP Inhibitory Promiscuity	0.7673	Non AMES toxic	0.5	Carcinogens 	0.8937	Ready biodegradable	0.9925	Weak inhibitor	0.9874	Non-inhibitor	DB04343
3833	0.9952	True	0.9385	True	0.6664	False	0.5174	Substrate	0.8416	Non-inhibitor	0.9893	Non-inhibitor	0.9219	Non-inhibitor	0.6912	Non-substrate	0.839	Non-substrate	0.6577	Non-substrate	0.9136	Inhibitor	0.9606	Non-inhibitor	0.9716	Non-inhibitor	0.943	Non-inhibitor	0.956	Non-inhibitor	0.975	Low CYP Inhibitory Promiscuity	0.6527	Non AMES toxic	0.9393	Non-carcinogens	0.9001	Not ready biodegradable	0.9596	Weak inhibitor	0.8262	Non-inhibitor	DB04345
3834	0.6633	False	0.6922	True	0.7433	False	0.5423	Substrate	0.9343	Non-inhibitor	0.9944	Non-inhibitor	0.9012	Non-inhibitor	0.7435	Non-substrate	0.8521	Non-substrate	0.5563	Non-substrate	0.8937	Non-inhibitor	0.9299	Non-inhibitor	0.9577	Non-inhibitor	0.9404	Non-inhibitor	0.979	Non-inhibitor	0.9777	Low CYP Inhibitory Promiscuity	0.6676	Non AMES toxic	0.9516	Non-carcinogens	0.8346	Ready biodegradable	0.9963	Weak inhibitor	0.9074	Non-inhibitor	DB04346
3835	0.8153	True	0.5791	False	0.7735	False	0.5902	Non-substrate	0.9526	Non-inhibitor	0.9974	Non-inhibitor	0.9388	Non-inhibitor	0.8455	Non-substrate	0.9011	Non-substrate	0.6261	Non-substrate	0.9537	Non-inhibitor	0.964	Non-inhibitor	0.9488	Non-inhibitor	0.965	Non-inhibitor	0.941	Non-inhibitor	0.9773	Low CYP Inhibitory Promiscuity	0.8957	Non AMES toxic	0.9479	Non-carcinogens	0.8661	Ready biodegradable	0.9814	Weak inhibitor	0.9628	Non-inhibitor	DB04347
3836	0.9774	True	0.8416	True	0.8957	False	0.5136	Non-substrate	0.6229	Non-inhibitor	0.7598	Non-inhibitor	0.8476	Non-inhibitor	0.7519	Non-substrate	0.7972	Non-substrate	0.654	Substrate	0.7814	Non-inhibitor	0.8625	Non-inhibitor	0.8685	Non-inhibitor	0.8426	Non-inhibitor	0.8612	Non-inhibitor	0.7175	Low CYP Inhibitory Promiscuity	0.6103	Non AMES toxic	0.5359	Non-carcinogens	0.972	Not ready biodegradable	0.706	Weak inhibitor	0.5549	Inhibitor	DB04348
